TSCode	TripCode	LineCode	RecordedTime	Longitude	Latitude	Count
A003	1281427	54	2021-09-20T18:42:06	71.37504	51.1813965	12
A003	1281427	54	2021-09-20T18:42:37	71.37504	51.1813965	11
A003	1281427	54	2021-09-20T18:43:26	71.373	51.1819458	12
A003	1281427	54	2021-09-20T18:44:49	71.3646545	51.1839676	12
A003	1281427	54	2021-09-20T18:46:15	71.3577347	51.185688	12
A003	1281427	54	2021-09-20T18:46:45	71.35308	51.1868134	5
A003	1281427	54	2021-09-20T18:47:53	71.34574	51.1884842	5
A003	1281427	54	2021-09-20T18:48:49	71.3451843	51.1885834	5
A003	1281427	54	2021-09-20T18:49:15	71.34425	51.1874123	5
A003	1281427	54	2021-09-20T18:50:27	71.34122	51.1846237	6
A003	1281427	54	2021-09-20T18:52:00	71.33894	51.17986	7
A003	1281427	54	2021-09-20T18:53:15	71.33942	51.178154	8
A003	1281427	54	2021-09-20T18:53:15	71.33942	51.178154	9
A003	1281427	54	2021-09-20T18:54:45	71.33308	51.1802368	10
A003	1281427	54	2021-09-20T18:55:27	71.32867	51.1818275	11
A003	1281427	54	2021-09-20T18:56:51	71.3282852	51.1863136	12
A003	1281427	54	2021-09-20T18:57:41	71.33012	51.1884537	13
A003	1281427	54	2021-09-20T18:58:59	71.32465	51.1909256	14
A003	1281427	54	2021-09-20T19:00:00	71.3195953	51.1885338	15
A003	1281427	54	2021-09-20T19:00:42	71.3166	51.186367	16
A003	1281427	54	2021-09-20T19:01:35	71.31727	51.18625	17
A003	1281427	54	2021-09-20T19:01:59	71.31727	51.18625	18
A003	1281429	54	2021-09-20T19:03:47	71.31715	51.18638	19
A003	1281429	54	2021-09-20T19:05:23	71.3236542	51.1914063	20
A003	1281429	54	2021-09-20T19:06:21	71.32662	51.1899	21
A003	1281429	54	2021-09-20T19:06:52	71.32998	51.18839	22
A003	1281429	54	2021-09-20T19:06:52	71.32998	51.18839	23
A003	1281429	54	2021-09-20T19:06:52	71.32998	51.18839	24
A003	1281429	54	2021-09-20T19:06:52	71.32998	51.18839	25
A003	1281429	54	2021-09-20T19:10:50	71.3374939	51.1785545	26
A003	1281429	54	2021-09-20T19:10:50	71.3374939	51.1785545	27
A003	1281429	54	2021-09-20T19:13:12	71.33732	51.1807556	28
A003	1281429	54	2021-09-20T19:14:16	71.341835	51.18504	29
A003	1281429	54	2021-09-20T19:15:13	71.3442	51.18719	30
A003	1281429	54	2021-09-20T19:15:32	71.34519	51.1881752	31
A003	1281429	54	2021-09-20T19:16:55	71.35182	51.1868019	32
A003	1281429	54	2021-09-20T19:17:56	71.35902	51.1850281	33
A003	1281429	54	2021-09-20T19:18:43	71.36407	51.1838036	34
A003	1281429	54	2021-09-20T19:20:05	71.3715	51.18202	35
A003	1281429	54	2021-09-20T19:20:54	71.37283	51.1816978	36
A003	1281429	54	2021-09-20T19:22:11	71.37499	51.1810875	37
A003	1281429	54	2021-09-20T19:22:45	71.37963	51.1799049	38
A003	1281429	54	2021-09-20T19:24:22	71.38362	51.17887	39
A003	1281429	54	2021-09-20T19:25:23	71.39099	51.17703	40
A003	1281429	54	2021-09-20T19:26:12	71.39404	51.17633	40
A003	1281429	54	2021-09-20T19:27:02	71.3961639	51.1759338	4
A003	1281429	54	2021-09-20T19:27:45	71.397644	51.1756363	4
A003	1281429	54	2021-09-20T19:29:15	71.40595	51.1751442	4
A003	1281429	54	2021-09-20T19:30:29	71.40646	51.1741524	4
A003	1281429	54	2021-09-20T19:31:00	71.40688	51.1726456	4
A003	1281429	54	2021-09-20T19:31:58	71.40758	51.1702	4
A003	1281429	54	2021-09-20T19:33:00	71.40788	51.1690826	4
A003	1281429	54	2021-09-20T19:33:59	71.4085846	51.1665421	4
A003	1281429	54	2021-09-20T19:34:35	71.408905	51.16528	4
A003	1281429	54	2021-09-20T19:36:26	71.41073	51.15938	4
A003	1281429	54	2021-09-20T19:37:27	71.412384	51.15237	8
A003	1281429	54	2021-09-20T19:38:11	71.4124451	51.1497765	8
A003	1281429	54	2021-09-20T19:38:42	71.41188	51.1463356	8
A003	1281429	54	2021-09-20T19:40:03	71.409996	51.1410942	8
A003	1281429	54	2021-09-20T19:40:58	71.40938	51.13949	8
A003	1281429	54	2021-09-20T19:41:27	71.40918	51.1390533	8
A003	1281429	54	2021-09-20T19:43:22	71.40885	51.1379	8
A003	1281429	54	2021-09-20T19:44:24	71.40885	51.1379	8
A003	1281429	54	2021-09-20T19:45:25	71.41107	51.1368866	8
A003	1281429	54	2021-09-20T19:46:27	71.4128342	51.13672	8
A003	1281429	54	2021-09-20T19:47:28	71.4141159	51.13659	8
A003	1281429	54	2021-09-20T19:47:28	71.4141159	51.13659	8
A003	1281429	54	2021-09-20T19:49:03	71.41555	51.1364479	8
A003	1281429	54	2021-09-20T19:50:38	71.42295	51.1351929	8
A003	1281429	54	2021-09-20T19:51:33	71.42588	51.13464	8
A003	1281429	54	2021-09-20T19:52:01	71.42597	51.134613	8
A003	1281429	54	2021-09-20T19:53:16	71.43193	51.13363	8
A003	1281429	54	2021-09-20T19:54:16	71.43855	51.1323471	8
A003	1281429	54	2021-09-20T19:55:44	71.43912	51.12917	8
A003	1281429	54	2021-09-20T19:56:07	71.4388962	51.1287079	8
A003	1281429	54	2021-09-20T19:57:24	71.43842	51.1275024	8
A003	1281429	54	2021-09-20T19:58:15	71.43781	51.12588	8
A003	1281429	54	2021-09-20T19:59:04	71.43621	51.1250458	8
A003	1281429	54	2021-09-20T19:59:50	71.4315	51.1257248	8
A003	1281429	54	2021-09-20T20:01:04	71.42995	51.12223	8
A003	1281429	54	2021-09-20T20:02:28	71.42845	51.1185532	8
A003	1281429	54	2021-09-20T20:03:41	71.42732	51.11533	8
A003	1281429	54	2021-09-20T20:04:12	71.42732	51.11533	8
A003	1281429	54	2021-09-20T20:05:06	71.4270859	51.1146469	8
A003	1281429	54	2021-09-20T20:06:08	71.42949	51.11351	8
A003	1281429	54	2021-09-20T20:06:44	71.42968	51.1134834	8
A003	1281429	54	2021-09-20T20:08:17	71.42968	51.1134834	8
A003	1281429	54	2021-09-20T20:09:27	71.43025	51.1134	8
A003	1281429	54	2021-09-20T20:10:28	71.43025	51.1134	8
A003	1281429	54	2021-09-20T20:11:42	71.4317551	51.1131744	8
A003	1281429	54	2021-09-20T20:12:43	71.4317551	51.1131744	8
A003	1281429	54	2021-09-20T20:13:13	71.4317551	51.1131744	8
A003	1281429	54	2021-09-20T20:14:14	71.4317551	51.1131744	8
A003	1281429	54	2021-09-20T20:15:09	71.43243	51.1116562	8
A003	1281429	54	2021-09-20T20:16:45	71.43115	51.1080437	8
A003	1281429	54	2021-09-20T20:17:10	71.4309	51.10755	8
A003	1281429	54	2021-09-20T20:18:23	71.42888	51.10155	8
A003	1281429	54	2021-09-20T20:19:14	71.4277649	51.0987549	8
A003	1281429	54	2021-09-20T20:20:19	71.4291	51.0950661	8
A003	1281429	54	2021-09-20T20:21:10	71.43182	51.0946732	8
A003	1281429	54	2021-09-20T20:22:26	71.43901	51.0936356	8
A003	1281429	54	2021-09-20T20:23:08	71.44305	51.0931168	8
A003		54	2021-09-20T20:24:41	71.44909	51.09234	8
A003		54	2021-09-20T20:25:12	71.44909	51.09234	8
A003	1281431	54	2021-09-20T20:26:09	71.44686	51.09288	8
A003	1281431	54	2021-09-20T20:27:31	71.44107	51.0937157	8
A003	1281431	54	2021-09-20T20:29:00	71.43397	51.0947075	8
A003	1281431	54	2021-09-20T20:29:57	71.43081	51.09511	8
A003	1281431	54	2021-09-20T20:30:27	71.42933	51.09532	8
A003	1281431	54	2021-09-20T20:31:13	71.42727	51.0961266	8
A003	1281431	54	2021-09-20T20:32:37	71.42914	51.1010056	8
A003	1281431	54	2021-09-20T20:33:25	71.42997	51.1032372	12
A003	1281431	54	2021-09-20T20:34:38	71.43156	51.10811	12
A003	1281431	54	2021-09-20T20:35:33	71.4323654	51.1099319	12
A003	1281431	54	2021-09-20T20:36:34	71.43285	51.1119843	12
A003	1281431	54	2021-09-20T20:37:36	71.43285	51.1119843	12
A003	1281431	54	2021-09-20T20:38:07	71.43292	51.11221	12
A003	1281431	54	2021-09-20T20:39:09	71.43295	51.1123161	12
A003	1281431	54	2021-09-20T20:40:39	71.4331055	51.11278	12
A003	1281431	54	2021-09-20T20:41:41	71.4331055	51.11278	12
A003	1281431	54	2021-09-20T20:43:01	71.43005	51.1136436	12
A003	1281431	54	2021-09-20T20:43:32	71.42815	51.11392	12
A003	1281431	54	2021-09-20T20:44:22	71.4274445	51.1153069	12
A003	1281431	54	2021-09-20T20:45:30	71.42773	51.116127	12
A003	1281431	54	2021-09-20T20:45:58	71.4284744	51.1181946	12
A003	1281431	54	2021-09-20T20:47:19	71.4296	51.1210251	12
A003	1281431	54	2021-09-20T20:48:41	71.42987	51.121624	12
A003	1281431	54	2021-09-20T20:49:42	71.42984	51.12187	12
A003	1281431	54	2021-09-20T20:50:44	71.43007	51.12248	12
A003	1281431	54	2021-09-20T20:51:15	71.43114	51.1249924	12
A003	1281431	54	2021-09-20T20:52:25	71.43298	51.1254234	12
A003	1281431	54	2021-09-20T20:53:18	71.43697	51.12485	12
A003	1281431	54	2021-09-20T20:54:51	71.43697	51.12485	12
A003	1281431	54	2021-09-20T20:56:10	71.4387054	51.1272964	12
A003	1281431	54	2021-09-20T20:56:41	71.43944	51.12918	12
A003	1281431	54	2021-09-20T20:57:30	71.43992	51.13035	12
A003	1281431	54	2021-09-20T20:58:31	71.4389648	51.1326065	12
A003	1281431	54	2021-09-20T20:59:54	71.4295349	51.13428	12
A003	1281431	54	2021-09-20T21:00:56	71.42317	51.13538	12
A003	1281431	54	2021-09-20T21:01:15	71.4228439	51.1354561	12
A003	1281431	54	2021-09-20T21:02:47	71.4131851	51.1368828	12
A003	1281431	54	2021-09-20T21:03:48	71.409584	51.1393661	12
A003	1281431	54	2021-09-20T21:04:57	71.41117	51.1433144	12
A003	1281431	54	2021-09-20T21:05:20	71.41152	51.14412	12
A003	1281431	54	2021-09-20T21:06:40	71.41263	51.1483536	12
A003	1281431	54	2021-09-20T21:07:23	71.41276	51.15129	12
A003	1281431	54	2021-09-20T21:08:59	71.41101	51.1595078	12
A003	1281431	54	2021-09-20T21:09:47	71.4103	51.16212	13
A003	1281431	54	2021-09-20T21:10:30	71.4100342	51.1628838	3
A003	1281431	54	2021-09-20T21:11:31	71.4100342	51.1628838	3
A003	1281431	54	2021-09-20T21:12:57	71.40866	51.16739	3
A003	1281431	54	2021-09-20T21:14:17	71.407196	51.1728249	3
A003	1281431	54	2021-09-20T21:15:02	71.40653	51.1748047	3
A003	1281431	54	2021-09-20T21:16:03	71.40076	51.1753769	3
A003	1281431	54	2021-09-20T21:17:04	71.39397	51.1766739	3
A003	1281431	54	2021-09-20T21:18:00	71.39021	51.17754	3
A003	1281431	54	2021-09-20T21:18:31	71.38727	51.1782761	3
A003	1281431	54	2021-09-20T21:19:54	71.3816	51.1797333	3
A003	1281431	54	2021-09-20T21:21:17	71.3729858	51.1819725	3
A003	1281431	54	2021-09-20T21:21:47	71.36835	51.1831169	3
A003	1281431	54	2021-09-20T21:22:33	71.36385	51.18418	3
A003	1281431	54	2021-09-20T21:23:25	71.35811	51.18562	3
A003	1281431	54	2021-09-20T21:25:04	71.3457642	51.1885033	3
A003	1281431	54	2021-09-20T21:25:53	71.34426	51.18746	3
A003	1281431	54	2021-09-20T21:27:03	71.34138	51.1847725	3
A003	1281431	54	2021-09-20T21:27:48	71.33983	51.18325	3
A003	1281431	54	2021-09-20T21:28:49	71.3372955	51.1807671	3
A003	1281431	54	2021-09-20T21:30:04	71.34076	51.1789	3
A003	1281431	54	2021-09-20T21:31:06	71.33712	51.17876	5
A003	1281431	54	2021-09-20T21:31:37	71.33388	51.179966	5
A003	1281431	54	2021-09-20T21:32:56	71.32542	51.18304	5
